person,personLabels,birthDates,birthPlaceLabels,deathDates,deathPlaceLabels,occupationLabels
http://www.wikidata.org/entity/Q124355058,Augustinus Arnoldus van Os,1883-02-06T00:00:00Z,Augustinus Arnoldus van Os,1940-10-21T00:00:00Z,Tilburg,designer
http://www.wikidata.org/entity/Q124355100,Jeanne Schaap,1946-01-01T00:00:00Z,Jeanne Schaap,1977-01-01T00:00:00Z,Bergeijk,designer
http://www.wikidata.org/entity/Q124705389,Cornelis van Puffelen,1859-06-16T00:00:00Z,Cornelis van Puffelen,1921-12-09T00:00:00Z,The Hague,designer
http://www.wikidata.org/entity/Q124705410,Arnold Bueno de Mesquita,1908-01-01T00:00:00Z,Arnold Bueno de Mesquita,2002-01-01T00:00:00Z,Amsterdam,designer
http://www.wikidata.org/entity/Q124705415,Joop van Osnabrugge,1917-01-01T00:00:00Z,Joop van Osnabrugge,1988-01-01T00:00:00Z,Leidschendam,designer
http://www.wikidata.org/entity/Q124705474,Ties Honcoop,1924-10-09T00:00:00Z,Ties Honcoop,2013-12-03T00:00:00Z,Laren,designer
http://www.wikidata.org/entity/Q125520941,Mevr. M. Schutten-Putters,1885-08-19T00:00:00Z,Mevr. M. Schutten-Putters,1945-05-14T00:00:00Z,Amersfoort,designer
http://www.wikidata.org/entity/Q125521375,Marguerite Carau,1928-01-01T00:00:00Z,Marguerite Carau,2008-01-01T00:00:00Z,,designer
http://www.wikidata.org/entity/Q125521398,Johannes van der Vet,1879-01-01T00:00:00Z,Johannes van der Vet,1954-01-01T00:00:00Z,Amsterdam,designer
http://www.wikidata.org/entity/Q126173977,Bart Olof van den Berg,1919-09-25T00:00:00Z,Bart Olof van den Berg,2009-03-18T00:00:00Z,Maarssen,designer
http://www.wikidata.org/entity/Q126173994,Ben Kraaijvanger,1931-04-05T00:00:00Z,Ben Kraaijvanger,2006-10-22T00:00:00Z,Rotterdam,designer
http://www.wikidata.org/entity/Q126174002,Maarten Stam,1826-07-28T00:00:00Z,Maarten Stam,1903-04-03T00:00:00Z,Wormerveer,designer
http://www.wikidata.org/entity/Q126597317,Leendert Izaak Frederikus Grondijs,1857-07-14T00:00:00Z,Leendert Izaak Frederikus Grondijs,1944-03-18T00:00:00Z,Bussum,designer
http://www.wikidata.org/entity/Q7328926,Richard Schoemaker,1886-10-05T00:00:00Z,Richard Schoemaker,1942-05-03T00:00:00Z,Sachsenhausen concentration camp,architect
http://www.wikidata.org/entity/Q7477137,Jan Maris,1826-01-01T00:00:00Z,Jan Maris,1899-01-19T00:00:00Z,Groningen,architect
http://www.wikidata.org/entity/Q7848367,Truus Schröder-Schräder,1889-08-23T00:00:00Z,Truus Schröder-Schräder,1985-04-12T00:00:00Z,Utrecht,architect
http://www.wikidata.org/entity/Q8351314,Cosmander,1602-04-07T00:00:00Z,Cosmander,1648-06-20T00:00:00Z,Olivença,architect
http://www.wikidata.org/entity/Q11350881,Anthonie Rouwenhorst Mulder,1848-04-28T00:00:00Z,Anthonie Rouwenhorst Mulder,1901-03-06T00:00:00Z,Nijmegen,architect
http://www.wikidata.org/entity/Q13136062,Hein Faber,1904-10-23T00:00:00Z,Hein Faber,1970-09-25T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q13136399,Jentje van der Sloot,1881-01-06T00:00:00Z,Jentje van der Sloot,1962-12-30T00:00:00Z,Huizum,photographer
http://www.wikidata.org/entity/Q13136458,Johannes Doedes de Jong,1912-11-25T00:00:00Z,Johannes Doedes de Jong,1996-01-01T00:00:00Z,Heerenveen,photographer
http://www.wikidata.org/entity/Q13136617,Klaas Uilkema,1873-01-01T00:00:00Z,Klaas Uilkema,1944-01-01T00:00:00Z,Groningen,photographer
http://www.wikidata.org/entity/Q13464791,Eduard Isaac Asser,1809-01-01T00:00:00Z<|>1809-10-16T00:00:00Z<|>1809-10-19T00:00:00Z,Eduard Isaac Asser,1894-09-21T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q13575387,Edouard François Georges,1817-03-14T00:00:00Z,Edouard François Georges,1895-01-01T00:00:00Z<|>1895-09-25T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q13637885,Frido Troost,1960-11-14T00:00:00Z,Frido Troost,2013-04-22T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q13644769,Jan Goedeljee,1824-08-24T00:00:00Z,Jan Goedeljee,1905-10-16T00:00:00Z,Leiden,photographer
http://www.wikidata.org/entity/Q13745821,Krijn Taconis,1918-05-07T00:00:00Z,Krijn Taconis,1979-07-12T00:00:00Z,Toronto,photographer
http://www.wikidata.org/entity/Q13750240,Lex Metz,1913-01-14T00:00:00Z,Lex Metz,1986-06-26T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q13856486,Miep Jukkema,1954-01-01T00:00:00Z<|>1954-05-06T00:00:00Z,Miep Jukkema,2012-07-07T00:00:00Z,Enschede,photographer
http://www.wikidata.org/entity/Q14087684,Philip Zilcken,1857-04-20T00:00:00Z,Philip Zilcken,1930-10-03T00:00:00Z,Villefranche-sur-Mer,photographer
http://www.wikidata.org/entity/Q14632314,J.H. Derkinderen-Besier,1865-09-27T00:00:00Z,J.H. Derkinderen-Besier,1944-09-07T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q14632313,J.C. Mol,1891-10-17T00:00:00Z,J.C. Mol,1954-10-10T00:00:00Z,Heemstede,photographer
http://www.wikidata.org/entity/Q14852089,Klaas Galis,1910-11-25T00:00:00Z,Klaas Galis,1999-07-02T00:00:00Z,Zeist,photographer
http://www.wikidata.org/entity/Q15054513,Franz Ziegler,1893-09-03T00:00:00Z,Franz Ziegler,1939-11-12T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q15101934,Christiaan Benjamin Nieuwenhuis,1863-07-04T00:00:00Z,Christiaan Benjamin Nieuwenhuis,1922-04-20T00:00:00Z,Padang,photographer
http://www.wikidata.org/entity/Q15133463,Mies Merkelbach,1904-04-21T00:00:00Z,Mies Merkelbach,1985-04-02T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q15141748,Cornelis Hendrik van Amerom,1804-12-27T00:00:00Z,Cornelis Hendrik van Amerom,1874-11-24T00:00:00Z,Leiderdorp,photographer
http://www.wikidata.org/entity/Q15452102,Ger Dekkers,1929-08-21T00:00:00Z,Ger Dekkers,2020-01-20T00:00:00Z,Zwolle,photographer
http://www.wikidata.org/entity/Q15628535,Frits Geveke,1878-02-25T00:00:00Z,Frits Geveke,1950-03-31T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q15876816,Jacoba Surie,1879-09-05T00:00:00Z,Jacoba Surie,1970-02-05T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q15876823,Jacobus van Koningsveld,1824-03-04T00:00:00Z,Jacobus van Koningsveld,1866-07-30T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q15877070,Johannes Bernardus van Asbeck,1911-01-05T00:00:00Z,Johannes Bernardus van Asbeck,2010-12-30T00:00:00Z,,photographer<|>architect
http://www.wikidata.org/entity/Q15877077,Johannes Gerhardus Kramer,1845-12-10T00:00:00Z,Johannes Gerhardus Kramer,1903-12-04T00:00:00Z,Groningen,photographer
http://www.wikidata.org/entity/Q15879234,Maurits Verveer,1817-05-07T00:00:00Z,Maurits Verveer,1903-03-23T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q15880593,Paul Stolk,1946-09-28T00:00:00Z,Paul Stolk,2013-11-07T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q15881926,Sieg Vaz Dias,1904-01-01T00:00:00Z<|>1904-06-01T00:00:00Z,Sieg Vaz Dias,1943-01-01T00:00:00Z<|>1943-07-29T00:00:00Z,Leusderheide,photographer
http://www.wikidata.org/entity/Q15910444,Waldo van Suchtelen,1918-01-01T00:00:00Z<|>1918-03-27T00:00:00Z,Waldo van Suchtelen,1993-01-01T00:00:00Z<|>1993-04-07T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q15972005,Claartje Keur,1938-02-06T00:00:00Z,Claartje Keur,2021-03-19T00:00:00Z,Apeldoorn,photographer
http://www.wikidata.org/entity/Q16031335,Henry Van der Weyde,1838-08-30T00:00:00Z,Henry Van der Weyde,1924-01-01T00:00:00Z,Hendon,photographer
http://www.wikidata.org/entity/Q16070651,Plopatou,1938-11-27T00:00:00Z,Plopatou,2017-08-25T00:00:00Z,Groningen,photographer
http://www.wikidata.org/entity/Q16180695,Hendrik Veen,1823-01-01T00:00:00Z<|>1823-10-06T00:00:00Z,Hendrik Veen,1905-01-01T00:00:00Z<|>1905-03-14T00:00:00Z,Haarlem,photographer
http://www.wikidata.org/entity/Q16512028,Nicolaus Adriani,1865-09-15T00:00:00Z,Nicolaus Adriani,1926-05-01T00:00:00Z,Poso,photographer
http://www.wikidata.org/entity/Q16672038,Abraham Dirk Loman Jr.,1868-10-26T00:00:00Z,Abraham Dirk Loman Jr.,1954-09-17T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q16730265,Ellen Jens,1940-10-06T00:00:00Z,Ellen Jens,2023-11-17T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q17306186,Bart van Leeuwen,1950-01-01T00:00:00Z<|>1950-02-05T00:00:00Z,Bart van Leeuwen,2017-06-01T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q17351272,Dick Boer,1906-06-11T00:00:00Z,Dick Boer,1986-07-04T00:00:00Z,Haarlem,photographer
http://www.wikidata.org/entity/Q17351373,Jan Kamman,1898-11-06T00:00:00Z,Jan Kamman,1983-07-26T00:00:00Z,Gorinchem,photographer
http://www.wikidata.org/entity/Q17351484,Luuk Scholten,1933-11-19T00:00:00Z,Luuk Scholten,2020-06-21T00:00:00Z,Amersfoort,photographer
http://www.wikidata.org/entity/Q18420758,Dick van Maarseveen,1905-02-24T00:00:00Z,Dick van Maarseveen,1990-08-17T00:00:00Z,Rijssen,photographer
http://www.wikidata.org/entity/Q18421000,Marius Meijboom,1911-10-11T00:00:00Z,Marius Meijboom,1998-09-11T00:00:00Z,Epe,photographer
http://www.wikidata.org/entity/Q18421671,Eva Pennink,1911-10-11T00:00:00Z,Eva Pennink,2008-01-01T00:00:00Z<|>2008-02-05T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q18421803,Pim van Os,1910-02-09T00:00:00Z,Pim van Os,1954-06-09T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q18421870,Gerard Fieret,1924-01-19T00:00:00Z,Gerard Fieret,2009-01-22T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q18421952,Richard Tepe,1864-08-28T00:00:00Z,Richard Tepe,1952-05-16T00:00:00Z,Apeldoorn,photographer
http://www.wikidata.org/entity/Q18422137,Cornelis Holtzapffel,1916-11-10T00:00:00Z,Cornelis Holtzapffel,1984-09-23T00:00:00Z,Oss,photographer
http://www.wikidata.org/entity/Q18422143,Esther Elenbaas,1905-01-01T00:00:00Z,Esther Elenbaas,1998-01-01T00:00:00Z<|>1998-09-12T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q18508282,Henri de Haas,1937-01-09T00:00:00Z,Henri de Haas,2018-02-22T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q18508469,Loek Tangel,1926-07-23T00:00:00Z,Loek Tangel,2011-12-11T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q19160263,Gottfried Meskemper,1932-05-06T00:00:00Z,Gottfried Meskemper,2015-01-01T00:00:00Z<|>2016-01-01T00:00:00Z,Bremen,photographer
http://www.wikidata.org/entity/Q19938833,Wim Gijzen,1941-10-09T00:00:00Z,Wim Gijzen,2022-01-10T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q19976099,Vilma Henkelman,1944-10-15T00:00:00Z,Vilma Henkelman,2023-03-20T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q11815885,Peter Marselis,1602-01-01T00:00:00Z,Peter Marselis,1672-07-10T00:00:00Z,Moscow,architect
http://www.wikidata.org/entity/Q12012418,Joost Baljeu,1925-11-01T00:00:00Z,Joost Baljeu,1991-07-01T00:00:00Z,Amsterdam,architect
http://www.wikidata.org/entity/Q12013285,Christiaan Posthumus Meyjes Sr.,1858-06-11T00:00:00Z,Christiaan Posthumus Meyjes Sr.,1922-10-27T00:00:00Z,Huis ter Heide,architect
http://www.wikidata.org/entity/Q12013536,Jacob Hendrik Marinus Wilhelm,1911-04-02T00:00:00Z,Jacob Hendrik Marinus Wilhelm,1971-03-14T00:00:00Z,,architect
http://www.wikidata.org/entity/Q12013542,A.R. Wittop Koning,1878-04-06T00:00:00Z,A.R. Wittop Koning,1961-09-21T00:00:00Z,Leiden,architect
http://www.wikidata.org/entity/Q13035069,Johannes Egbertus Vixseboxse,1863-08-31T00:00:00Z,Johannes Egbertus Vixseboxse,1943-01-18T00:00:00Z,Johannesburg,architect
http://www.wikidata.org/entity/Q13134408,Abraham Bruinsma,1766-03-02T00:00:00Z,Abraham Bruinsma,1849-12-20T00:00:00Z,Leeuwarden<|>City of Brussels,architect
http://www.wikidata.org/entity/Q13134587,Andries Baart sr.,1885-08-30T00:00:00Z,Andries Baart sr.,1969-12-10T00:00:00Z,Leeuwarden,architect
http://www.wikidata.org/entity/Q13135838,Gerben van Manen,1884-09-21T00:00:00Z,Gerben van Manen,1969-06-27T00:00:00Z,Drachten,architect
http://www.wikidata.org/entity/Q13135871,Gerrit van der Wielen,1767-01-11T00:00:00Z,Gerrit van der Wielen,1858-05-05T00:00:00Z,Leeuwarden,architect
http://www.wikidata.org/entity/Q13136143,Hindrik Hindriks Kramer,1850-11-10T00:00:00Z,Hindrik Hindriks Kramer,1934-02-13T00:00:00Z,Leeuwarden,architect
http://www.wikidata.org/entity/Q17492917,Hendrik Teding van Berkhout,1879-08-26T00:00:00Z,Hendrik Teding van Berkhout,1969-05-15T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q17928831,Antonie Frederik Zürcher,1825-01-02T00:00:00Z,Antonie Frederik Zürcher,1876-04-15T00:00:00Z,Maastricht,photographer
http://www.wikidata.org/entity/Q18060270,Jacobus Anthonie Meessen,1836-12-05T00:00:00Z,Jacobus Anthonie Meessen,1885-10-14T00:00:00Z<|>1885-11-14T00:00:00Z,Opsterland,photographer<|>architect
http://www.wikidata.org/entity/Q18065666,Wiel van der Randen,1897-03-10T00:00:00Z,Wiel van der Randen,1949-07-24T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q18329101,Frans Stoppelman,1921-01-01T00:00:00Z<|>1921-01-09T00:00:00Z,Frans Stoppelman,2007-01-01T00:00:00Z<|>2007-10-23T00:00:00Z,Mexico City,photographer
http://www.wikidata.org/entity/Q18429538,Arnoldus Antonius Johannes Pistoor,1837-09-04T00:00:00Z,Arnoldus Antonius Johannes Pistoor,1905-12-17T00:00:00Z,'s-Hertogenbosch,photographer
http://www.wikidata.org/entity/Q18429848,Adolf Johan Hendrik Pistoor,1865-10-12T00:00:00Z,Adolf Johan Hendrik Pistoor,1923-03-20T00:00:00Z,'s-Hertogenbosch,photographer
http://www.wikidata.org/entity/Q18430072,Arnoldus Gerardus Pistoor,1870-03-01T00:00:00Z,Arnoldus Gerardus Pistoor,1931-01-09T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q18433554,Herman Deutmann,1870-06-08T00:00:00Z,Herman Deutmann,1926-12-25T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q18436239,Toon Michiels,1950-09-16T00:00:00Z,Toon Michiels,2015-10-05T00:00:00Z,Stapleton International Airport,photographer
http://www.wikidata.org/entity/Q18436321,Peter Martens,1937-03-01T00:00:00Z,Peter Martens,1992-04-16T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q18511479,Arnold van de Laar,1886-12-07T00:00:00Z,Arnold van de Laar,1974-04-11T00:00:00Z,Vught,photographer
http://www.wikidata.org/entity/Q18552608,Christiaan Julius Lodewijk Portman,1799-10-20T00:00:00Z,Christiaan Julius Lodewijk Portman,1868-10-18T00:00:00Z,Beverwijk,photographer
http://www.wikidata.org/entity/Q18562279,Albertus Bernard Wigman,1891-01-01T00:00:00Z,Albertus Bernard Wigman,1972-01-01T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q18600567,Jan Adriani,1874-01-01T00:00:00Z<|>1874-01-16T00:00:00Z,Jan Adriani,1948-01-01T00:00:00Z<|>1948-08-09T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q18603259,Bernard te Gempt,1826-04-25T00:00:00Z,Bernard te Gempt,1879-01-02T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q18603272,Dirk van Lokhorst,1818-11-11T00:00:00Z,Dirk van Lokhorst,1893-07-09T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q18603337,Gerardus Terlaak,1820-08-15T00:00:00Z,Gerardus Terlaak,1865-04-27T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q18603427,Pierre Louis Dubourcq,1815-04-25T00:00:00Z,Pierre Louis Dubourcq,1873-05-05T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q18603475,Diederik Franciscus Jamin,1838-01-23T00:00:00Z,Diederik Franciscus Jamin,1865-01-06T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q18608010,Johannes Ephraim Jr.,1838-06-26T00:00:00Z,Johannes Ephraim Jr.,1921-11-13T00:00:00Z,Soest,photographer
http://www.wikidata.org/entity/Q18692863,Herman van der Worp,1849-01-08T00:00:00Z,Herman van der Worp,1941-04-09T00:00:00Z,Stad Delden,photographer
http://www.wikidata.org/entity/Q18822045,Henri Corneille Schuijt van Castricum,1820-11-06T00:00:00Z,Henri Corneille Schuijt van Castricum,1915-09-16T00:00:00Z,Zaandam,photographer
http://www.wikidata.org/entity/Q18844542,Piet Verdonk,1901-10-20T00:00:00Z,Piet Verdonk,1968-02-03T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q19370858,Bernardus Theodorus van Loo,1816-06-14T00:00:00Z,Bernardus Theodorus van Loo,1892-06-26T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q19587695,Jan van Dijk,1882-12-23T00:00:00Z,Jan van Dijk,1960-05-24T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q19665830,Constant Dullaart,1979-03-07T00:00:00Z,Constant Dullaart,2014-01-01T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q19766256,John Baptist Knipping,1899-08-13T00:00:00Z,John Baptist Knipping,1973-01-15T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q19838835,Adriaan van Ravesteijn,1938-04-02T00:00:00Z,Adriaan van Ravesteijn,2015-01-06T00:00:00Z,Laren,photographer
http://www.wikidata.org/entity/Q19898917,Jan Frederik Meursing,1855-06-03T00:00:00Z,Jan Frederik Meursing,1930-12-12T00:00:00Z,Baarn,photographer
http://www.wikidata.org/entity/Q20007899,Christiaan Cornelis Kannemans,1812-01-01T00:00:00Z,Christiaan Cornelis Kannemans,1884-01-01T00:00:00Z,Breda,photographer
http://www.wikidata.org/entity/Q20604060,Sjoerd Andringa,1921-05-22T00:00:00Z,Sjoerd Andringa,2017-02-05T00:00:00Z,Wirdum,photographer
http://www.wikidata.org/entity/Q20732055,Jacobus Enschedé II,1787-03-16T00:00:00Z,Jacobus Enschedé II,1865-06-03T00:00:00Z,Haarlem,photographer
http://www.wikidata.org/entity/Q20819200,Leendert Springer,1831-07-04T00:00:00Z,Leendert Springer,1894-04-16T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q20829933,Q.S. Serafijn,1960-02-19T00:00:00Z,Q.S. Serafijn,2024-06-01T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q20857534,Hermanus Jacobus Slothouwer,1809-10-29T00:00:00Z,Hermanus Jacobus Slothouwer,1885-04-04T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q20871159,Johan Huysser,1868-07-18T00:00:00Z,Johan Huysser,1924-04-16T00:00:00Z,Nervi,photographer
http://www.wikidata.org/entity/Q21068926,Daniël David Veth,1850-02-17T00:00:00Z,Daniël David Veth,1885-05-19T00:00:00Z,Benguela,photographer
http://www.wikidata.org/entity/Q21083686,Andreas Theodorus Rooswinkel,1838-01-01T00:00:00Z,Andreas Theodorus Rooswinkel,1909-09-05T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q21143437,Willem van der Worp,1803-12-28T00:00:00Z,Willem van der Worp,1878-05-29T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q21170101,Jan van Vucht Tijssen,1884-09-05T00:00:00Z,Jan van Vucht Tijssen,1970-11-20T00:00:00Z,Nijmegen,photographer
http://www.wikidata.org/entity/Q21244906,Paul Louis Steenhuizen,1870-09-18T00:00:00Z,Paul Louis Steenhuizen,1940-10-21T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q21543088,Johannes Cornelis van de Velde,1844-11-24T00:00:00Z,Johannes Cornelis van de Velde,1929-05-21T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q21543477,Antonie Kleijn,1907-01-29T00:00:00Z,Antonie Kleijn,1997-01-01T00:00:00Z,Oosterbeek,photographer
http://www.wikidata.org/entity/Q21545015,Robbie Pauwels,1933-01-01T00:00:00Z,Robbie Pauwels,2014-12-06T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q21553185,Cornelis van Es,1887-01-01T00:00:00Z,Cornelis van Es,1977-01-01T00:00:00Z,Amersfoort,photographer
http://www.wikidata.org/entity/Q21553392,George Lodewijk Mulder,1841-10-31T00:00:00Z,George Lodewijk Mulder,1920-05-25T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q21553436,Jan Bikkers,1830-03-10T00:00:00Z<|>1830-10-03T00:00:00Z,Jan Bikkers,1876-12-01T00:00:00Z,Rotterdam,photographer
http://www.wikidata.org/entity/Q21553465,Bernardus Marcelus Brekelmans,1929-05-04T00:00:00Z,Bernardus Marcelus Brekelmans,1993-02-26T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q21601148,Loes van der Horst,1919-12-11T00:00:00Z,Loes van der Horst,2012-09-02T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q13136528,Justus Zuidema,1890-06-08T00:00:00Z,Justus Zuidema,1970-01-21T00:00:00Z,Leeuwarden,architect
http://www.wikidata.org/entity/Q13137771,Servaas Zwarts,1871-02-21T00:00:00Z,Servaas Zwarts,1948-01-30T00:00:00Z,Ermelo,architect
http://www.wikidata.org/entity/Q13472835,Coenraad Liebrecht Temminck Groll,1925-03-01T00:00:00Z,Coenraad Liebrecht Temminck Groll,2015-02-14T00:00:00Z,Driebergen,architect
http://www.wikidata.org/entity/Q13486222,Peter Gerssen,1932-06-23T00:00:00Z,Peter Gerssen,2017-10-24T00:00:00Z,Rotterdam,architect
http://www.wikidata.org/entity/Q13640639,Geert Stapenséa,1877-11-13T00:00:00Z,Geert Stapenséa,1948-12-31T00:00:00Z,Haarlem,architect
http://www.wikidata.org/entity/Q13641297,George Hamerpagt,1899-09-22T00:00:00Z,George Hamerpagt,1965-09-29T00:00:00Z,Arnhem,architect
http://www.wikidata.org/entity/Q13649823,Hendrik Sweris,1850-04-05T00:00:00Z,Hendrik Sweris,1916-09-14T00:00:00Z,The Hague,architect
http://www.wikidata.org/entity/Q13724511,Henk Wegerif,1888-04-13T00:00:00Z,Henk Wegerif,1963-06-19T00:00:00Z,Wassenaar,architect
http://www.wikidata.org/entity/Q13725211,Herman Jaminé,1826-07-15T00:00:00Z,Herman Jaminé,1885-09-15T00:00:00Z,Hasselt,architect
http://www.wikidata.org/entity/Q13735855,Jan Smallenbroek,1852-12-25T00:00:00Z,Jan Smallenbroek,1932-03-18T00:00:00Z,Assen,architect
http://www.wikidata.org/entity/Q13738286,Johannes Jacobus van Nieukerken,1854-02-22T00:00:00Z,Johannes Jacobus van Nieukerken,1913-10-07T00:00:00Z,The Hague,architect
http://www.wikidata.org/entity/Q13749217,Leo de Bever,1930-07-14T00:00:00Z,Leo de Bever,2015-08-16T00:00:00Z,Eindhoven,architect
http://www.wikidata.org/entity/Q14519570,Willem Springer,1815-05-08T00:00:00Z,Willem Springer,1907-03-07T00:00:00Z,Amsterdam,architect
http://www.wikidata.org/entity/Q14519592,Willem van der Leck,1888-01-12T00:00:00Z,Willem van der Leck,1963-01-04T00:00:00Z,Soest,architect
http://www.wikidata.org/entity/Q14631094,Hendrik Jan Heuvelink jr.,1833-01-28T00:00:00Z,Hendrik Jan Heuvelink jr.,1901-03-11T00:00:00Z,Arnhem,architect
http://www.wikidata.org/entity/Q14663604,Piebe Belgraver,1854-04-26T00:00:00Z,Piebe Belgraver,1916-08-11T00:00:00Z,Groningen,architect
http://www.wikidata.org/entity/Q14851371,Herman Wesstra,1843-01-01T00:00:00Z,Herman Wesstra,1911-01-01T00:00:00Z,,architect
http://www.wikidata.org/entity/Q14856897,Walter Kramer,1937-01-01T00:00:00Z,Walter Kramer,2010-03-27T00:00:00Z,Amersfoort,architect
http://www.wikidata.org/entity/Q15120336,Jan Rietveld,1919-04-27T00:00:00Z,Jan Rietveld,1986-12-17T00:00:00Z,Amsterdam,architect
http://www.wikidata.org/entity/Q15123103,Willem de Keyser,1603-01-01T00:00:00Z,Willem de Keyser,1674-01-01T00:00:00Z,London,architect
http://www.wikidata.org/entity/Q15454403,Philipp Joseph Honorius Ravensteyn,1655-01-01T00:00:00Z,Philipp Joseph Honorius Ravensteyn,1729-09-19T00:00:00Z,,architect
http://www.wikidata.org/entity/Q15702751,Daniël de Blieck,1610-01-01T00:00:00Z,Daniël de Blieck,1673-01-01T00:00:00Z,Middelburg,architect
http://www.wikidata.org/entity/Q15826058,Kees Elffers,1898-09-18T00:00:00Z,Kees Elffers,1987-12-21T00:00:00Z,Epe,architect
http://www.wikidata.org/entity/Q15872668,Arend Roodenburg,1804-01-29T00:00:00Z,Arend Roodenburg,1884-01-14T00:00:00Z,The Hague,architect
http://www.wikidata.org/entity/Q15873636,Carel Leonardus Martinus Robbers,1853-09-04T00:00:00Z,Carel Leonardus Martinus Robbers,1924-12-18T00:00:00Z,Mariastichting,architect
http://www.wikidata.org/entity/Q15874164,Dirk Hendricus Haverkamp,1850-01-06T00:00:00Z,Dirk Hendricus Haverkamp,1920-12-19T00:00:00Z,,architect
http://www.wikidata.org/entity/Q15876782,J.H.J. Kording,1904-05-19T00:00:00Z,J.H.J. Kording,1989-12-25T00:00:00Z,The Hague,architect
http://www.wikidata.org/entity/Q15876820,Jacobus Roeland de Kruijff,1844-08-12T00:00:00Z,Jacobus Roeland de Kruijff,1923-01-23T00:00:00Z,Arnhem,architect
http://www.wikidata.org/entity/Q15876836,Jacques Leijh,1856-09-03T00:00:00Z,Jacques Leijh,1902-05-14T00:00:00Z,Haarlem,architect
http://www.wikidata.org/entity/Q15877016,Jo Kruger,1914-09-03T00:00:00Z,Jo Kruger,1983-06-26T00:00:00Z,Voorburg,architect
http://www.wikidata.org/entity/Q15884196,Zeger Reyers,1789-10-12T00:00:00Z,Zeger Reyers,1857-06-07T00:00:00Z,The Hague,architect
http://www.wikidata.org/entity/Q15998720,Pieter Moojen,1879-06-26T00:00:00Z,Pieter Moojen,1955-04-01T00:00:00Z,Ede,architect
http://www.wikidata.org/entity/Q21464611,Joseph Jacob Isaacson,1859-04-20T00:00:00Z,Joseph Jacob Isaacson,1942-12-15T00:00:00Z,Auschwitz,photographer
