person,personLabels,birthDates,birthPlaceLabels,deathDates,deathPlaceLabels,occupationLabels
http://www.wikidata.org/entity/Q160422,Theo van Doesburg,1883-08-30T00:00:00Z,Theo van Doesburg,1931-03-07T00:00:00Z,Davos,photographer<|>designer<|>architect
http://www.wikidata.org/entity/Q447182,Mien Ruys,1904-04-12T00:00:00Z,Mien Ruys,1999-01-09T00:00:00Z,Dedemsvaart<|>Deventer,architect<|>designer
http://www.wikidata.org/entity/Q79000,Pieter Zeeman,1865-05-25T00:00:00Z,Pieter Zeeman,1943-10-09T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q117259,Arent Passer,1560-01-01T00:00:00Z,Arent Passer,1637-01-01T00:00:00Z,Tallinn,architect
http://www.wikidata.org/entity/Q118476,Evariste Mertens,1846-12-09T00:00:00Z,Evariste Mertens,1907-03-23T00:00:00Z,Zurich,architect
http://www.wikidata.org/entity/Q126499,Wilhelm Emil Meerwein,1844-09-17T00:00:00Z,Wilhelm Emil Meerwein,1927-01-25T00:00:00Z,Hamburg,architect
http://www.wikidata.org/entity/Q132142,Henri Alexis Brialmont,1821-05-25T00:00:00Z,Henri Alexis Brialmont,1903-07-21T00:00:00Z,Saint-Josse-ten-Noode,architect
http://www.wikidata.org/entity/Q132305,Willem de Kooning,1904-04-24T00:00:00Z,Willem de Kooning,1997-03-19T00:00:00Z,East Hampton,designer
http://www.wikidata.org/entity/Q153890,Niko Tinbergen,1907-04-15T00:00:00Z,Niko Tinbergen,1988-12-21T00:00:00Z,Oxford,photographer
http://www.wikidata.org/entity/Q160435,Gerrit Rietveld,1888-06-24T00:00:00Z,Gerrit Rietveld,1964-06-25T00:00:00Z,Utrecht,designer<|>architect<|>photographer
http://www.wikidata.org/entity/Q174655,Bart van der Leck,1876-11-26T00:00:00Z,Bart van der Leck,1958-11-13T00:00:00Z,Blaricum,designer
http://www.wikidata.org/entity/Q213082,Bartholomeus van Hove,1790-10-28T00:00:00Z,Bartholomeus van Hove,1880-11-08T00:00:00Z,The Hague,designer
http://www.wikidata.org/entity/Q318816,Hendrik Petrus Berlage,1856-02-21T00:00:00Z,Hendrik Petrus Berlage,1934-08-12T00:00:00Z,The Hague,designer<|>architect
http://www.wikidata.org/entity/Q330854,Abraham van Diepenbeeck,1596-05-09T00:00:00Z,Abraham van Diepenbeeck,1675-12-01T00:00:00Z,Antwerp,designer
http://www.wikidata.org/entity/Q336965,Louis le Roy,1924-10-31T00:00:00Z,Louis le Roy,2012-07-15T00:00:00Z,Oranjewoud,architect
http://www.wikidata.org/entity/Q358303,Pyke Koch,1901-07-15T00:00:00Z,Pyke Koch,1991-10-27T00:00:00Z,Wassenaar,designer
http://www.wikidata.org/entity/Q367968,Adriaen de Vries,1556-01-01T00:00:00Z,Adriaen de Vries,1626-12-13T00:00:00Z,Prague,architect
http://www.wikidata.org/entity/Q368053,Adriaen van der Werff,1659-01-21T00:00:00Z,Adriaen van der Werff,1722-11-12T00:00:00Z,Rotterdam,architect
http://www.wikidata.org/entity/Q372910,Pieter de Keyser,1595-01-01T00:00:00Z,Pieter de Keyser,1676-09-15T00:00:00Z,Amsterdam,architect
http://www.wikidata.org/entity/Q376104,Adrianus Bleijs,1842-03-29T00:00:00Z,Adrianus Bleijs,1912-01-12T00:00:00Z,Kerkdriel,architect
http://www.wikidata.org/entity/Q458861,Jan Thorn Prikker,1868-06-05T00:00:00Z,Jan Thorn Prikker,1932-03-05T00:00:00Z,Cologne,designer
http://www.wikidata.org/entity/Q470588,Jacobus Oud,1890-02-09T00:00:00Z,Jacobus Oud,1963-04-05T00:00:00Z,Wassenaar,designer<|>architect
http://www.wikidata.org/entity/Q480473,Willem Sandberg,1897-10-24T00:00:00Z,Willem Sandberg,1984-04-09T00:00:00Z,Amsterdam,designer
http://www.wikidata.org/entity/Q510467,Andries Copier,1901-01-11T00:00:00Z,Andries Copier,1991-12-19T00:00:00Z,Wassenaar,designer<|>photographer
http://www.wikidata.org/entity/Q519135,Jaap Bakema,1914-03-03T00:00:00Z<|>1914-03-08T00:00:00Z,Jaap Bakema,1981-02-20T00:00:00Z,Rotterdam,designer<|>architect
http://www.wikidata.org/entity/Q524197,Th.A.C. Colenbrander,1841-10-31T00:00:00Z,Th.A.C. Colenbrander,1930-05-28T00:00:00Z,Laag-Keppel,designer<|>architect
http://www.wikidata.org/entity/Q529366,Piet Zwart,1885-05-28T00:00:00Z,Piet Zwart,1977-09-24T00:00:00Z,Wassenaar,designer<|>architect<|>photographer
http://www.wikidata.org/entity/Q530883,Emmy Andriesse,1914-01-14T00:00:00Z,Emmy Andriesse,1953-02-20T00:00:00Z,Amsterdam,designer<|>photographer
http://www.wikidata.org/entity/Q536951,Jacob van Campen,1596-02-02T00:00:00Z,Jacob van Campen,1657-09-13T00:00:00Z,Amersfoort,designer<|>architect
http://www.wikidata.org/entity/Q538350,Maarten van Heemskerck,1498-01-01T00:00:00Z,Maarten van Heemskerck,1574-10-11T00:00:00Z,Haarlem,designer
http://www.wikidata.org/entity/Q555389,Wim Crouwel,1928-11-21T00:00:00Z,Wim Crouwel,2019-09-01T00:00:00Z<|>2019-09-19T00:00:00Z,Amsterdam,designer
http://www.wikidata.org/entity/Q559440,Hendrik Nicolaas Werkman,1882-04-29T00:00:00Z,Hendrik Nicolaas Werkman,1945-04-10T00:00:00Z,Bakkeveen,designer<|>photographer
http://www.wikidata.org/entity/Q560756,Willem Marinus Dudok,1884-07-06T00:00:00Z,Willem Marinus Dudok,1974-04-06T00:00:00Z,Hilversum,designer<|>architect
http://www.wikidata.org/entity/Q585177,Dick Elffers,1910-12-09T00:00:00Z,Dick Elffers,1990-06-17T00:00:00Z,Amsterdam,designer<|>photographer
http://www.wikidata.org/entity/Q1397864,Piet Blom,1934-02-08T00:00:00Z,Piet Blom,1999-06-08T00:00:00Z,Denmark,designer<|>architect
http://www.wikidata.org/entity/Q1569594,Wim Rietveld,1924-01-01T00:00:00Z,Wim Rietveld,1985-01-01T00:00:00Z,Badhoevedorp,designer
http://www.wikidata.org/entity/Q1583336,Hans van der Laan,1904-12-29T00:00:00Z,Hans van der Laan,1991-08-19T00:00:00Z,Vaals,designer<|>architect
http://www.wikidata.org/entity/Q1610333,Herman Rosse,1887-01-01T00:00:00Z,Herman Rosse,1965-04-13T00:00:00Z,Nyack,designer<|>architect
http://www.wikidata.org/entity/Q1682227,Jan Sluijters,1881-12-17T00:00:00Z,Jan Sluijters,1957-05-08T00:00:00Z,Amsterdam,designer
http://www.wikidata.org/entity/Q1697966,Johannes Ludovicus Mattheus Lauweriks,1864-08-25T00:00:00Z,Johannes Ludovicus Mattheus Lauweriks,1932-04-15T00:00:00Z,Amsterdam,designer<|>architect
http://www.wikidata.org/entity/Q2112601,Willem Vaarzon Morel,1868-08-09T00:00:00Z,Willem Vaarzon Morel,1955-01-25T00:00:00Z,Koudekerke,designer
http://www.wikidata.org/entity/Q2116566,Carel Adolph Lion Cachet,1864-11-28T00:00:00Z,Carel Adolph Lion Cachet,1945-05-15T00:00:00Z,Vreeland,designer<|>architect
http://www.wikidata.org/entity/Q2584370,Geurt Brinkgreve,1917-12-09T00:00:00Z,Geurt Brinkgreve,2005-03-23T00:00:00Z,Amsterdam,designer
http://www.wikidata.org/entity/Q2586201,Bas Bosman,1904-02-11T00:00:00Z,Bas Bosman,1992-05-15T00:00:00Z,Piershil,designer
http://www.wikidata.org/entity/Q2586528,Gerard Unger,1942-01-22T00:00:00Z,Gerard Unger,2018-11-23T00:00:00Z,Bussum,designer
http://www.wikidata.org/entity/Q2634884,Theo van Hoytema,1863-12-18T00:00:00Z,Theo van Hoytema,1917-08-28T00:00:00Z<|>1917-12-28T00:00:00Z,The Hague,designer
http://www.wikidata.org/entity/Q2637384,Eduard Cuypers,1859-04-18T00:00:00Z,Eduard Cuypers,1927-06-01T00:00:00Z,The Hague,designer<|>architect
http://www.wikidata.org/entity/Q2641964,Hendrick Bloemaert,1601-01-01T00:00:00Z<|>1602-01-01T00:00:00Z,Hendrick Bloemaert,1672-01-01T00:00:00Z<|>1672-12-30T00:00:00Z,Utrecht,designer
http://www.wikidata.org/entity/Q2781930,Leon Senf,1860-03-11T00:00:00Z,Leon Senf,1940-09-03T00:00:00Z,Alkmaar,designer
http://www.wikidata.org/entity/Q1470,M. C. Escher,1898-06-17T00:00:00Z,M. C. Escher,1972-03-27T00:00:00Z,Laren,photographer<|>designer
http://www.wikidata.org/entity/Q59620,Paulus Moreelse,1571-01-01T00:00:00Z,Paulus Moreelse,1638-03-06T00:00:00Z,Utrecht,architect
http://www.wikidata.org/entity/Q237268,Paul Cox,1940-04-16T00:00:00Z,Paul Cox,2016-06-18T00:00:00Z,Melbourne,photographer
http://www.wikidata.org/entity/Q238616,Joris Ivens,1898-11-18T00:00:00Z,Joris Ivens,1989-06-28T00:00:00Z,Paris,photographer
http://www.wikidata.org/entity/Q249119,Wilhelm Victor Alfred Tepe,1840-11-24T00:00:00Z,Wilhelm Victor Alfred Tepe,1920-11-23T00:00:00Z,Düsseldorf,architect
http://www.wikidata.org/entity/Q442228,Henri Pieck,1895-04-19T00:00:00Z,Henri Pieck,1972-01-12T00:00:00Z,The Hague,architect<|>photographer
http://www.wikidata.org/entity/Q442484,Cornelis van Haarlem,1562-01-01T00:00:00Z,Cornelis van Haarlem,1638-11-11T00:00:00Z,Haarlem,architect
http://www.wikidata.org/entity/Q444571,Aldo van Eyck,1918-03-16T00:00:00Z,Aldo van Eyck,1999-01-14T00:00:00Z,Loenen aan de Vecht<|>Amsterdam,architect
http://www.wikidata.org/entity/Q559443,Johan Sems,1572-01-01T00:00:00Z,Johan Sems,1635-01-01T00:00:00Z,Groningen,architect
http://www.wikidata.org/entity/Q560719,Joseph Cuypers,1861-06-10T00:00:00Z,Joseph Cuypers,1949-01-20T00:00:00Z,Meerssen,architect
http://www.wikidata.org/entity/Q560731,Menno van Coehoorn,1641-01-01T00:00:00Z,Menno van Coehoorn,1704-03-17T00:00:00Z,The Hague,architect
http://www.wikidata.org/entity/Q560746,Constantijn Huygens,1596-09-04T00:00:00Z,Constantijn Huygens,1687-03-28T00:00:00Z,The Hague,architect
http://www.wikidata.org/entity/Q704729,Nico de Wolf,1887-10-27T00:00:00Z,Nico de Wolf,1967-07-18T00:00:00Z,Doesburg,architect
http://www.wikidata.org/entity/Q770179,Nel Klaassen,1906-10-21T00:00:00Z,Nel Klaassen,1989-09-30T00:00:00Z,Heemstede,designer
http://www.wikidata.org/entity/Q785355,Otto van Veen,1556-01-01T00:00:00Z,Otto van Veen,1629-05-06T00:00:00Z,City of Brussels,designer
http://www.wikidata.org/entity/Q959097,Hendrik Willem van Loon,1882-01-14T00:00:00Z,Hendrik Willem van Loon,1944-03-11T00:00:00Z,Old Greenwich,designer
http://www.wikidata.org/entity/Q962993,Johannes Brinkman,1902-03-22T00:00:00Z,Johannes Brinkman,1949-05-06T00:00:00Z,Rotterdam,designer<|>architect
http://www.wikidata.org/entity/Q964731,Leo Lionni,1910-05-05T00:00:00Z,Leo Lionni,1999-10-11T00:00:00Z,Radda in Chianti,designer
http://www.wikidata.org/entity/Q1131710,Cor Alons,1892-06-11T00:00:00Z,Cor Alons,1967-04-24T00:00:00Z,The Hague,designer
http://www.wikidata.org/entity/Q1776659,Ted Scapa,1931-01-17T00:00:00Z,Ted Scapa,2023-12-06T00:00:00Z,Bern,designer
http://www.wikidata.org/entity/Q1812135,Leendert van der Vlugt,1894-04-13T00:00:00Z,Leendert van der Vlugt,1936-04-25T00:00:00Z<|>1936-04-26T00:00:00Z,Noordwijk<|>Rotterdam,designer<|>architect
http://www.wikidata.org/entity/Q1812275,Ootje Oxenaar,1929-10-07T00:00:00Z,Ootje Oxenaar,2017-06-13T00:00:00Z,Manomet,designer
http://www.wikidata.org/entity/Q1813557,Charles Wiener,1832-03-25T00:00:00Z,Charles Wiener,1888-08-15T00:00:00Z,Brussels metropolitan area<|>City of Brussels,designer
http://www.wikidata.org/entity/Q1818939,Leonard Anthony Springer,1855-01-24T00:00:00Z,Leonard Anthony Springer,1940-09-28T00:00:00Z,Haarlem,designer
http://www.wikidata.org/entity/Q1822768,Willem Hendrik van Norden,1883-07-13T00:00:00Z,Willem Hendrik van Norden,1978-09-26T00:00:00Z,Laren,designer
http://www.wikidata.org/entity/Q1828686,René Smeets,1905-09-14T00:00:00Z,René Smeets,1976-07-11T00:00:00Z,Eindhoven,designer
http://www.wikidata.org/entity/Q1920364,Willem Heesen,1925-02-26T00:00:00Z,Willem Heesen,2007-05-12T00:00:00Z,Leerdam,designer
http://www.wikidata.org/entity/Q1925023,Hendrik Wijdeveld,1885-10-04T00:00:00Z,Hendrik Wijdeveld,1987-02-20T00:00:00Z,Nijmegen,designer<|>architect
http://www.wikidata.org/entity/Q1960788,Marian Gobius,1910-03-02T00:00:00Z<|>1910-03-24T00:00:00Z,Marian Gobius,1994-12-11T00:00:00Z,Voorburg,designer
http://www.wikidata.org/entity/Q1961074,Adolf le Comte,1850-08-30T00:00:00Z,Adolf le Comte,1921-01-03T00:00:00Z,The Hague,designer
http://www.wikidata.org/entity/Q1970102,Anthon Beeke,1940-03-11T00:00:00Z,Anthon Beeke,2018-09-25T00:00:00Z,Amsterdam,designer<|>photographer
http://www.wikidata.org/entity/Q1971976,Henricus Jansen,1867-01-02T00:00:00Z,Henricus Jansen,1921-02-05T00:00:00Z,Rotterdam,designer
http://www.wikidata.org/entity/Q1980746,Karel Sluijterman,1863-01-22T00:00:00Z,Karel Sluijterman,1931-06-08T00:00:00Z,The Hague,designer<|>architect
http://www.wikidata.org/entity/Q1981235,Eeltsje Holtrop van der Zee,1824-01-01T00:00:00Z,Eeltsje Holtrop van der Zee,1901-01-12T00:00:00Z,,designer
http://www.wikidata.org/entity/Q2024284,Franciscus Hermanus Bach,1865-05-28T00:00:00Z,Franciscus Hermanus Bach,1956-01-22T00:00:00Z,Groningen,designer
http://www.wikidata.org/entity/Q2029568,Leendert Bolle,1879-04-11T00:00:00Z,Leendert Bolle,1942-12-13T00:00:00Z,Rheden,designer
http://www.wikidata.org/entity/Q2073966,Louis Raemaekers,1869-04-06T00:00:00Z,Louis Raemaekers,1956-07-26T00:00:00Z,Scheveningen,designer
http://www.wikidata.org/entity/Q2075001,Peter Beekman,1911-06-11T00:00:00Z,Peter Beekman,1959-12-07T00:00:00Z,Utrecht,designer
http://www.wikidata.org/entity/Q2094359,Herman Walenkamp,1871-12-12T00:00:00Z<|>1887-01-01T00:00:00Z,Herman Walenkamp,1933-09-24T00:00:00Z,Zandvoort,designer<|>architect
http://www.wikidata.org/entity/Q2104043,Harry N. Sierman,1927-05-17T00:00:00Z,Harry N. Sierman,2007-05-22T00:00:00Z,Amsterdam,designer
http://www.wikidata.org/entity/Q2104344,L.O. Wenckebach,1895-06-16T00:00:00Z,L.O. Wenckebach,1962-11-03T00:00:00Z,Noordwijkerhout,designer
http://www.wikidata.org/entity/Q2591911,Gerard Baksteen,1887-02-12T00:00:00Z<|>1887-12-02T00:00:00Z,Gerard Baksteen,1976-02-25T00:00:00Z,Turnhout,designer
http://www.wikidata.org/entity/Q2606821,Daniël Knuttel,1857-03-12T00:00:00Z,Daniël Knuttel,1926-11-19T00:00:00Z,The Hague,designer<|>architect
http://www.wikidata.org/entity/Q2608596,Jacob Jan van Goor,1874-09-19T00:00:00Z,Jacob Jan van Goor,1956-12-13T00:00:00Z,Zeist,designer
http://www.wikidata.org/entity/Q2654756,Gregorius de Wit,1892-06-09T00:00:00Z,Gregorius de Wit,1978-11-29T00:00:00Z,Oberems,designer
http://www.wikidata.org/entity/Q2673745,Johan Coenraad Altorf,1876-01-06T00:00:00Z,Johan Coenraad Altorf,1955-12-11T00:00:00Z,The Hague,designer
http://www.wikidata.org/entity/Q2674165,Hank Hans,1919-03-09T00:00:00Z,Hank Hans,2015-11-30T00:00:00Z,,designer
http://www.wikidata.org/entity/Q2681376,Frederik Hendrik Kaemmerer,1839-10-23T00:00:00Z,Frederik Hendrik Kaemmerer,1902-04-04T00:00:00Z,6th arrondissement of Paris,designer
http://www.wikidata.org/entity/Q2681913,Piet Worm,1909-09-17T00:00:00Z,Piet Worm,1996-05-07T00:00:00Z,Alkmaar,designer
http://www.wikidata.org/entity/Q2685198,Peter Vos,1935-09-15T00:00:00Z,Peter Vos,2010-11-06T00:00:00Z,Utrecht,designer
http://www.wikidata.org/entity/Q2710856,Chris Lebeau,1878-05-26T00:00:00Z,Chris Lebeau,1945-04-02T00:00:00Z,Dachau concentration camp,designer
http://www.wikidata.org/entity/Q2717011,César Domela,1900-01-15T00:00:00Z,César Domela,1992-12-30T00:00:00Z,Paris,designer<|>photographer
http://www.wikidata.org/entity/Q249985,Jan van Munster,1939-07-03T00:00:00Z,Jan van Munster,2024-05-28T00:00:00Z,,photographer
http://www.wikidata.org/entity/Q255347,Alexine Tinne,1835-10-17T00:00:00Z,Alexine Tinne,1869-08-01T00:00:00Z,Fezzan<|>Libya,photographer
http://www.wikidata.org/entity/Q304915,Peter Danckerts de Rij,1605-01-01T00:00:00Z,Peter Danckerts de Rij,1661-08-09T00:00:00Z,Rūdininkai Forest<|>Amsterdam,architect
http://www.wikidata.org/entity/Q474308,Leendert Viervant the Younger,1752-03-05T00:00:00Z,Leendert Viervant the Younger,1801-07-04T00:00:00Z,Amsterdam,architect
http://www.wikidata.org/entity/Q481253,Jean-Pierre Cluysenaar,1811-03-28T00:00:00Z,Jean-Pierre Cluysenaar,1880-02-16T00:00:00Z,Saint-Gilles - Sint-Gillis,architect
http://www.wikidata.org/entity/Q509669,Sandy van Ginkel,1920-02-10T00:00:00Z,Sandy van Ginkel,2009-07-05T00:00:00Z<|>2009-07-06T00:00:00Z,Toronto,architect
http://www.wikidata.org/entity/Q525861,Hendrick de Keyser,1565-05-25T00:00:00Z,Hendrick de Keyser,1621-05-15T00:00:00Z,Amsterdam,architect
http://www.wikidata.org/entity/Q577598,Pieter Post,1608-04-01T00:00:00Z,Pieter Post,1669-05-01T00:00:00Z,The Hague,architect
http://www.wikidata.org/entity/Q632846,Nicolaes Eliaszoon Pickenoy,1588-01-10T00:00:00Z,Nicolaes Eliaszoon Pickenoy,1654-01-01T00:00:00Z,Amsterdam,designer
http://www.wikidata.org/entity/Q636727,Wybrand de Geest,1592-08-16T00:00:00Z,Wybrand de Geest,1661-01-01T00:00:00Z,Leeuwarden,designer
http://www.wikidata.org/entity/Q655535,Daniël Mijtens,1590-01-01T00:00:00Z,Daniël Mijtens,1640-01-01T00:00:00Z,The Hague,designer
http://www.wikidata.org/entity/Q663613,Jacob Toorenvliet,1640-01-01T00:00:00Z,Jacob Toorenvliet,1719-01-03T00:00:00Z,Oegstgeest,designer
http://www.wikidata.org/entity/Q716278,Henrik Ruse,1624-04-09T00:00:00Z,Henrik Ruse,1679-01-01T00:00:00Z<|>1679-02-22T00:00:00Z,Winsum,architect
http://www.wikidata.org/entity/Q719666,Karel Dujardin,1622-01-01T00:00:00Z<|>1626-01-01T00:00:00Z,Karel Dujardin,1678-11-20T00:00:00Z,Venice,designer
http://www.wikidata.org/entity/Q721656,Egbert van Heemskerck,1634-01-01T00:00:00Z,Egbert van Heemskerck,1704-01-01T00:00:00Z,London,designer
http://www.wikidata.org/entity/Q722999,Erhard Reuwich,1445-01-01T00:00:00Z,Erhard Reuwich,1505-01-01T00:00:00Z,Mainz,architect
http://www.wikidata.org/entity/Q883402,Leonard Ornstein,1880-11-12T00:00:00Z,Leonard Ornstein,1941-05-20T00:00:00Z,Utrecht,designer
http://www.wikidata.org/entity/Q920277,Michel de Klerk,1884-11-24T00:00:00Z,Michel de Klerk,1923-11-24T00:00:00Z,Amsterdam,designer<|>architect
http://www.wikidata.org/entity/Q920786,Piet Kramer,1881-07-01T00:00:00Z,Piet Kramer,1961-02-04T00:00:00Z,Velsen,designer<|>architect
http://www.wikidata.org/entity/Q944332,Hans Vredeman de Vries,1527-01-01T00:00:00Z,Hans Vredeman de Vries,1607-01-01T00:00:00Z<|>1609-01-01T00:00:00Z,Hamburg,designer<|>architect
http://www.wikidata.org/entity/Q984253,Isaac van Swanenburg,1537-08-19T00:00:00Z,Isaac van Swanenburg,1614-03-10T00:00:00Z,Leiden,designer
http://www.wikidata.org/entity/Q1046293,Cas Oorthuys,1908-11-01T00:00:00Z,Cas Oorthuys,1975-07-22T00:00:00Z,Amsterdam,designer<|>photographer
http://www.wikidata.org/entity/Q1877650,Leen Muller,1879-09-25T00:00:00Z,Leen Muller,1969-04-20T00:00:00Z,Oldenzaal,designer
http://www.wikidata.org/entity/Q1882016,Willem Wiegmans,1892-10-24T00:00:00Z<|>1892-10-28T00:00:00Z,Willem Wiegmans,1942-07-13T00:00:00Z,Utrecht,designer
http://www.wikidata.org/entity/Q1882933,Jakoba Mulder,1900-03-02T00:00:00Z,Jakoba Mulder,1988-11-05T00:00:00Z,Breda,designer<|>architect
http://www.wikidata.org/entity/Q1886534,Pieter den Besten,1894-02-15T00:00:00Z,Pieter den Besten,1972-08-16T00:00:00Z,Rotterdam,designer
http://www.wikidata.org/entity/Q1890202,Jan Boon,1882-12-02T00:00:00Z,Jan Boon,1975-04-07T00:00:00Z,The Hague,designer
http://www.wikidata.org/entity/Q1894090,Pieter Brattinga,1931-01-31T00:00:00Z,Pieter Brattinga,2004-07-08T00:00:00Z,Kootwijk,designer<|>photographer
http://www.wikidata.org/entity/Q2105882,Lambertus Zwiers,1871-12-20T00:00:00Z,Lambertus Zwiers,1953-12-24T00:00:00Z,Voorburg,designer<|>architect
http://www.wikidata.org/entity/Q2128370,Dorus Hermsen,1871-05-14T00:00:00Z,Dorus Hermsen,1931-04-27T00:00:00Z,The Hague,designer
http://www.wikidata.org/entity/Q2128966,Lambertus Franciscus Edema van der Tuuk,1872-04-30T00:00:00Z,Lambertus Franciscus Edema van der Tuuk,1942-08-24T00:00:00Z,Rotterdam,designer
http://www.wikidata.org/entity/Q2149829,Aldo van den Nieuwelaar,1944-11-23T00:00:00Z,Aldo van den Nieuwelaar,2010-09-23T00:00:00Z<|>2010-10-23T00:00:00Z,Amsterdam,designer<|>architect
http://www.wikidata.org/entity/Q2155027,Pieter Willem van Baarsel,1877-01-01T00:00:00Z<|>1879-08-21T00:00:00Z,Pieter Willem van Baarsel,1949-08-16T00:00:00Z,Amsterdam,designer
http://www.wikidata.org/entity/Q2181460,Jan Kriege,1884-05-15T00:00:00Z,Jan Kriege,1944-08-03T00:00:00Z,Woerden,designer
http://www.wikidata.org/entity/Q2205077,Wim Chabot,1907-05-13T00:00:00Z,Wim Chabot,1977-06-24T00:00:00Z,Rotterdam,designer
http://www.wikidata.org/entity/Q2210466,Theodoor Victor van Berckel,1739-04-21T00:00:00Z,Theodoor Victor van Berckel,1808-09-19T00:00:00Z,'s-Hertogenbosch,designer
http://www.wikidata.org/entity/Q2230684,Sem Hartz,1912-01-28T00:00:00Z,Sem Hartz,1995-10-25T00:00:00Z,Haarlem,designer
http://www.wikidata.org/entity/Q2406820,Tjipke Visser,1876-12-12T00:00:00Z,Tjipke Visser,1955-01-22T00:00:00Z,Bergen,designer
http://www.wikidata.org/entity/Q2409489,Margriet Heymans,1932-10-29T00:00:00Z,Margriet Heymans,2023-07-27T00:00:00Z,'s-Hertogenbosch,designer
http://www.wikidata.org/entity/Q2416856,Frans Dingemans,1905-05-08T00:00:00Z,Frans Dingemans,1961-01-24T00:00:00Z,Maastricht,designer<|>architect
http://www.wikidata.org/entity/Q2422409,Arno Nicolaï,1914-11-05T00:00:00Z,Arno Nicolaï,2001-11-14T00:00:00Z,Emmen,designer<|>architect
http://www.wikidata.org/entity/Q2437951,Louis Christiaan Kalff,1897-11-14T00:00:00Z,Louis Christiaan Kalff,1976-09-16T00:00:00Z,Eindhoven,designer<|>architect
http://www.wikidata.org/entity/Q2439974,Gijsbert Friedhoff,1892-07-21T00:00:00Z,Gijsbert Friedhoff,1970-09-20T00:00:00Z,Haarlem,designer<|>architect
http://www.wikidata.org/entity/Q2726659,Cornelis Pronk,1691-12-10T00:00:00Z,Cornelis Pronk,1759-09-01T00:00:00Z,Amsterdam,designer
http://www.wikidata.org/entity/Q2740854,Jan de Greef,1784-07-02T00:00:00Z,Jan de Greef,1834-12-02T00:00:00Z,Amsterdam,designer<|>architect
http://www.wikidata.org/entity/Q2748838,Bert Nienhuis,1873-11-14T00:00:00Z,Bert Nienhuis,1960-05-26T00:00:00Z,Amsterdam,designer
http://www.wikidata.org/entity/Q2755972,Wim Brusse,1910-10-30T00:00:00Z,Wim Brusse,1978-02-20T00:00:00Z,Amsterdam,designer<|>photographer
http://www.wikidata.org/entity/Q2773015,Sijtje Aafjes,1893-08-22T00:00:00Z,Sijtje Aafjes,1972-04-16T00:00:00Z,Rotterdam,designer
http://www.wikidata.org/entity/Q2778143,Johannes Lutma,1584-01-01T00:00:00Z,Johannes Lutma,1669-01-01T00:00:00Z<|>1669-01-29T00:00:00Z,Amsterdam,designer
http://www.wikidata.org/entity/Q2850859,Max Verboeket,1922-07-08T00:00:00Z,Max Verboeket,2015-01-23T00:00:00Z,Maastricht,designer
http://www.wikidata.org/entity/Q110272,Johannes Franziskus Klomp,1865-02-07T00:00:00Z,Johannes Franziskus Klomp,1946-02-14T00:00:00Z,Kamp-Bornhofen,architect
http://www.wikidata.org/entity/Q279341,Ad van der Steur,1893-09-27T00:00:00Z,Ad van der Steur,1953-12-13T00:00:00Z,Rotterdam,architect
http://www.wikidata.org/entity/Q282708,Jan van Scorel,1495-08-10T00:00:00Z,Jan van Scorel,1562-12-16T00:00:00Z,Utrecht,architect
http://www.wikidata.org/entity/Q289441,George Hendrik Breitner,1857-09-12T00:00:00Z,George Hendrik Breitner,1923-06-05T00:00:00Z,Amsterdam,photographer
http://www.wikidata.org/entity/Q303350,Frans de Waal,1948-10-29T00:00:00Z,Frans de Waal,2024-03-14T00:00:00Z,Atlanta,photographer
http://www.wikidata.org/entity/Q540431,Pierre Cuypers,1827-05-16T00:00:00Z,Pierre Cuypers,1921-03-03T00:00:00Z,Roermond,architect
http://www.wikidata.org/entity/Q541736,Salomon de Bray,1597-01-01T00:00:00Z,Salomon de Bray,1664-05-11T00:00:00Z,Haarlem,architect
http://www.wikidata.org/entity/Q579591,Jan Willem Sluiter,1873-05-24T00:00:00Z,Jan Willem Sluiter,1949-05-22T00:00:00Z,The Hague,photographer
http://www.wikidata.org/entity/Q604267,Carel Visser,1928-05-03T00:00:00Z,Carel Visser,2015-03-01T00:00:00Z,Le Fousseret,photographer
http://www.wikidata.org/entity/Q605352,Bob Noorda,1927-07-15T00:00:00Z,Bob Noorda,2010-01-11T00:00:00Z,Milan,architect
http://www.wikidata.org/entity/Q642072,Alphons Boosten,1893-01-20T00:00:00Z,Alphons Boosten,1951-01-02T00:00:00Z,Utrecht<|>Maastricht,architect
http://www.wikidata.org/entity/Q697681,Constant Nieuwenhuys,1920-07-21T00:00:00Z,Constant Nieuwenhuys,2005-08-01T00:00:00Z,Utrecht,photographer
http://www.wikidata.org/entity/Q788800,Jan Bouman,1706-08-28T00:00:00Z,Jan Bouman,1776-09-06T00:00:00Z,Berlin,architect
http://www.wikidata.org/entity/Q822308,Bernard Bijvoet,1889-12-14T00:00:00Z,Bernard Bijvoet,1979-12-27T00:00:00Z,Haarlem,architect
http://www.wikidata.org/entity/Q822979,Jacob Otten Husly,1738-11-16T00:00:00Z,Jacob Otten Husly,1796-01-11T00:00:00Z,,architect
http://www.wikidata.org/entity/Q828977,Paul Schuitema,1897-02-27T00:00:00Z,Paul Schuitema,1973-10-25T00:00:00Z,Wassenaar,designer<|>photographer
http://www.wikidata.org/entity/Q932263,Thomas de Keyser,1596-01-01T00:00:00Z,Thomas de Keyser,1667-06-07T00:00:00Z,Amsterdam,architect
